slug,title,collection,url_path,total_score,score_A_answer,score_B_schema,score_C_extract,score_D_entity,score_E_fresh,has_tldr,has_faq,has_schema_type,schema_types_found,has_table,avg_paragraph_length,question_headings_count,last_updated,word_count,top_fix_1,top_fix_2,top_fix_3
family,【2026 寒暑假峇里島】帶小孩親子長輩攻略：四大區域推薦、乾季天氣與住宿推薦,blog,/blog/family/,59.2,19.2,10,7,13,10,callout-only,no,partial,Article|BreadcrumbList,no,59,3,2026-04-02,2263,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,把價格/時間/優缺點等可比較資訊改用表格或列點呈現，不要埋在敘述裡,補明確格式的關鍵資訊：價格（Rp數字）、營業/所需時間、地址或Google Maps地點名
starlux-bali-new-route,✈️直飛夢成真？星宇航空即將開航「峇里島」新航線最新解析,blog,/blog/starlux-bali-new-route/,58.7,11.7,20,10,10,7,callout-only,yes,yes,Article|BreadcrumbList|FAQPage,no,25,2,2026-04-02,1108,開頭150字內補直接回答段：針對「✈️直飛夢成真？星宇航空即將開航「峇里島」新航線最」先給結論（推薦名單/價格區間/具體做法），再展開細節,補明確格式的關鍵資訊：價格（Rp數字）、營業/所需時間、地址或Google Maps地點名,已有快速解答callout，再加列點式TL;DR區塊（3-5點快速結論）更利AI擷取
2026-04-02-news,2026-04-02,blog,/blog/2026-04-02-news/,35,4,9,7,10,5,no,no,yes,Article|BreadcrumbList,no,63,0,2026-04-02,139,文章開頭加TL;DR重點摘要（3-5個列點的快速結論），並補frontmatter description,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,把模糊標題（心得/後記類）改為問句式或明確主題式H2，例如「XX多少錢？」「怎麼去XX？」
nusa-dua-family-travel,努沙杜瓦 Nusa Dua 暑假｜寒假親子自由行攻略：十大一日遊亮點、兒童友善親子渡假村推薦,blog,/blog/nusa-dua-family-travel/,61.1,16.4,10,13.7,13,8,callout-only,no,partial,Article|BreadcrumbList,no,60,0,2026-04-02,5835,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,開頭150字內補直接回答段：針對「努沙杜瓦 Nusa Dua 暑假｜寒假親子自由行攻」先給結論（推薦名單/價格區間/具體做法），再展開細節,已有快速解答callout，再加列點式TL;DR區塊（3-5點快速結論）更利AI擷取
2026-04-03-news,2026-04-03新聞,blog,/blog/2026-04-03-news/,41,4,11,7,13,6,no,no,yes,Article|BreadcrumbList,no,92,0,2026-04-03,284,文章開頭加TL;DR重點摘要（3-5個列點的快速結論），並補frontmatter description,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,把模糊標題（心得/後記類）改為問句式或明確主題式H2，例如「XX多少錢？」「怎麼去XX？」
indonesia-dry-season-2026,2026 印尼雨季何時結束？BMKG 最新預測：峇里島、爪哇島旱季旅遊攻略,blog,/blog/indonesia-dry-season-2026/,73.6,16.6,24,12,13,8,callout-only,yes,yes,Article|BreadcrumbList|FAQPage,no,49,2,2026-04-03,1741,開頭150字內補直接回答段：針對「2026 印尼雨季何時結束？BMKG 最新預測：峇」先給結論（推薦名單/價格區間/具體做法），再展開細節,已有快速解答callout，再加列點式TL;DR區塊（3-5點快速結論）更利AI擷取,把價格/時間/優缺點等可比較資訊改用表格或列點呈現，不要埋在敘述裡
scoot-bali-flight-review,便宜治百病？酷航峇里島轉機航班大解析：省下機票錢升級五星 Villa！,blog,/blog/scoot-bali-flight-review/,60.1,13.1,20,12,8,7,callout-only,yes,yes,Article|BreadcrumbList|FAQPage,no,43,2,2026-04-04,867,開頭150字內補直接回答段：針對「便宜治百病？酷航峇里島轉機航班大解析：省下機票錢升」先給結論（推薦名單/價格區間/具體做法），再展開細節,補具體實體資訊：店家/飯店英文原名、所在區域名、Google Maps可搜尋的地點名稱,已有快速解答callout，再加列點式TL;DR區塊（3-5點快速結論）更利AI擷取
indonesia-evoa-scam-alert,【最新假email詐騙】辦完印尼電子簽證後，收到這封信千萬別點！,blog,/blog/indonesia-evoa-scam-alert/,60.8,17.8,14,9,13,7,callout-only,no,yes,Article|BreadcrumbList|HowTo,no,37,1,2026-04-04,587,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,把價格/時間/優缺點等可比較資訊改用表格或列點呈現，不要埋在敘述裡,已有快速解答callout，再加列點式TL;DR區塊（3-5點快速結論）更利AI擷取
bali-solo-travel-guide,峇里島獨旅建議：一個人的天堂，也可以很精彩,blog,/blog/bali-solo-travel-guide/,64.4,18.4,12,14,13,7,callout-only,no,yes,Article|BreadcrumbList,no,30,3,2026-04-05,1567,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,已有快速解答callout，再加列點式TL;DR區塊（3-5點快速結論）更利AI擷取,把價格/時間/優缺點等可比較資訊改用表格或列點呈現，不要埋在敘述裡
mount-agung-closure-2026,4月要爬阿貢火山？先看這篇再訂行程,blog,/blog/mount-agung-closure-2026/,53,18,8,10,11,6,callout-only,no,partial,Article|BreadcrumbList,no,42,2,2026-04-05,534,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,開頭150字內補直接回答段：針對「4月要爬阿貢火山？先看這篇再訂行程」先給結論（推薦名單/價格區間/具體做法），再展開細節,分類「無」只輸出泛用Article schema，補上正確分類或在SEO.astro擴充對應型別
2026-04-06-news,2026-04-06 新聞,blog,/blog/2026-04-06-news/,44.5,10,9,6.5,13,6,no,no,yes,Article|BreadcrumbList,no,88,0,2026-04-06,442,文章開頭加TL;DR重點摘要（3-5個列點的快速結論），並補frontmatter description,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,把模糊標題（心得/後記類）改為問句式或明確主題式H2，例如「XX多少錢？」「怎麼去XX？」
2026-04-07-bali-news,2026-04-07 峇里島新聞,blog,/blog/2026-04-07-bali-news/,49,12,9,12,10,6,yes,no,yes,Article|BreadcrumbList,no,27,0,2026-04-07,258,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,把模糊標題（心得/後記類）改為問句式或明確主題式H2，例如「XX多少錢？」「怎麼去XX？」,開頭150字內補直接回答段：針對「2026-04-07 峇里島新聞」先給結論（推薦名單/價格區間/具體做法），再展開細節
seminyak-isuite-ekosistem-hotel,【水明漾住宿推薦】設計感與永續兼具的精品住宿 — iSuite by Ekosistem,blog,/blog/seminyak-isuite-ekosistem-hotel/,57.7,14.7,8,11,15,9,callout-only,no,partial,Article|BreadcrumbList,no,94,0,2026-04-07,1728,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,缺Hotel schema：hotel-cache.json是空的，跑scripts/fetch-hotel-data.mjs補快取即可自動輸出（layout層一次解決）,把價格/時間/優缺點等可比較資訊改用表格或列點呈現，不要埋在敘述裡
bali-durian-season-guide,🥥峇里島榴槤產季全攻略｜什麼時候最香、最便宜？,blog,/blog/bali-durian-season-guide/,54.3,15.3,13,10,10,6,callout-only,no,yes,Article|BreadcrumbList|LocalBusiness,no,21,1,2026-04-07,470,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,開頭150字內補直接回答段：針對「🥥峇里島榴槤產季全攻略｜什麼時候最香、最便宜？」先給結論（推薦名單/價格區間/具體做法），再展開細節,補明確格式的關鍵資訊：價格（Rp數字）、營業/所需時間、地址或Google Maps地點名
2026-04-08-bali-news,2026-04-08 峇里島新聞,blog,/blog/2026-04-08-bali-news/,36.9,4,9,5.9,13,5,no,no,yes,Article|BreadcrumbList,no,112,0,2026-04-08,487,文章開頭加TL;DR重點摘要（3-5個列點的快速結論），並補frontmatter description,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,把模糊標題（心得/後記類）改為問句式或明確主題式H2，例如「XX多少錢？」「怎麼去XX？」
2026-04-09-bali-news,2026-04-09 峇里島新聞,blog,/blog/2026-04-09-bali-news/,43.4,9.4,9,7,13,5,no,no,yes,Article|BreadcrumbList,no,8,0,2026-04-09,520,文章開頭加TL;DR重點摘要（3-5個列點的快速結論），並補frontmatter description,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,把價格/時間/優缺點等可比較資訊改用表格或列點呈現，不要埋在敘述裡
indonesia-flight-price-hikes,長榮、華航、星宇全漲！4/7起機票漲價有感！前進峇里島與印尼，達人傳授3招省錢飛,blog,/blog/indonesia-flight-price-hikes/,71.4,22.4,20,11,11,7,callout-only,yes,yes,Article|BreadcrumbList|FAQPage,no,64,3,2026-04-09,1003,把價格/時間/優缺點等可比較資訊改用表格或列點呈現，不要埋在敘述裡,已有快速解答callout，再加列點式TL;DR區塊（3-5點快速結論）更利AI擷取,補具體實體資訊：店家/飯店英文原名、所在區域名、Google Maps可搜尋的地點名稱
2026-04-10-bali-news,2026-04-10 峇里島新聞,blog,/blog/2026-04-10-bali-news/,47.5,8.5,9,12,13,5,no,no,yes,Article|BreadcrumbList,no,39,0,2026-04-10,427,文章開頭加TL;DR重點摘要（3-5個列點的快速結論），並補frontmatter description,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,開頭150字內補直接回答段：針對「2026-04-10 峇里島新聞」先給結論（推薦名單/價格區間/具體做法），再展開細節
bali-attraction-ticket-prices-2026,峇里島景點門票漲價了！2026 聖猴森林、德哥拉朗梯田與神廟最新價格表：三代同堂家庭必看預算表,blog,/blog/bali-attraction-ticket-prices-2026/,63,18,13,12,13,7,callout-only,no,yes,Article|BreadcrumbList|LocalBusiness,no,62,1,2026-04-10,576,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,開頭150字內補直接回答段：針對「峇里島景點門票漲價了！2026 聖猴森林、德哥拉朗」先給結論（推薦名單/價格區間/具體做法），再展開細節,已有快速解答callout，再加列點式TL;DR區塊（3-5點快速結論）更利AI擷取
2026-04-11-bali-news,2026-04-11 峇里島新聞,blog,/blog/2026-04-11-bali-news/,51,12,9,12,13,5,no,no,yes,Article|BreadcrumbList,no,30,0,2026-04-11,348,文章開頭加TL;DR重點摘要（3-5個列點的快速結論），並補frontmatter description,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,開頭150字內補直接回答段：針對「2026-04-11 峇里島新聞」先給結論（推薦名單/價格區間/具體做法），再展開細節
bali-water-taxi-airport-canggu,峇里島交通解藥？機場到長谷「水路計程車（water taxi）」2027年登場，30分鐘直達！,blog,/blog/bali-water-taxi-airport-canggu/,62.4,16.4,14,12,13,7,callout-only,section-only,partial,Article|BreadcrumbList,no,65,2,2026-04-12,1028,開頭150字內補直接回答段：針對「峇里島交通解藥？機場到長谷「水路計程車（water」先給結論（推薦名單/價格區間/具體做法），再展開細節,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,已有快速解答callout，再加列點式TL;DR區塊（3-5點快速結論）更利AI擷取
bali-water-filter-tips,峇里島水質行不行？去峇里島要自備濾芯/蓮蓬頭？用礦泉水刷牙？50+網友真實經驗一次看,blog,/blog/bali-water-filter-tips/,65.5,14.5,20,12,11,8,callout-only,yes,yes,Article|BreadcrumbList|FAQPage,no,47,1,2026-04-12,2490,開頭150字內補直接回答段：針對「峇里島水質行不行？去峇里島要自備濾芯/蓮蓬頭？用礦」先給結論（推薦名單/價格區間/具體做法），再展開細節,已有快速解答callout，再加列點式TL;DR區塊（3-5點快速結論）更利AI擷取,把模糊標題（心得/後記類）改為問句式或明確主題式H2，例如「XX多少錢？」「怎麼去XX？」
2026-04-13-bali-news,2026-04-13 峇里島新聞,blog,/blog/2026-04-13-bali-news/,45.4,9.4,9,9,13,5,no,no,yes,Article|BreadcrumbList,no,22,0,2026-04-13,469,文章開頭加TL;DR重點摘要（3-5個列點的快速結論），並補frontmatter description,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,把價格/時間/優缺點等可比較資訊改用表格或列點呈現，不要埋在敘述裡
bali-postcard-delivery-times,從峇里島寄明信片要等多久？網友真實經驗告訴你：等幾個月是正常的！,blog,/blog/bali-postcard-delivery-times/,57.8,9.8,20,9,12,7,callout-only,yes,yes,Article|BreadcrumbList|FAQPage,no,33,1,2026-04-13,758,開頭150字內補直接回答段：針對「從峇里島寄明信片要等多久？網友真實經驗告訴你：等幾」先給結論（推薦名單/價格區間/具體做法），再展開細節,把價格/時間/優缺點等可比較資訊改用表格或列點呈現，不要埋在敘述裡,已有快速解答callout，再加列點式TL;DR區塊（3-5點快速結論）更利AI擷取
bali-home-decor-shopping-guide,【峇里島家飾挖寶】貝殼吊燈不到一千台幣！海運/空運攻略，把南洋度假風扛回家,blog,/blog/bali-home-decor-shopping-guide/,76.4,18.4,20,16,15,7,callout-only,yes,yes,Article|BreadcrumbList|FAQPage,no,29,1,2026-04-13,750,已有快速解答callout，再加列點式TL;DR區塊（3-5點快速結論）更利AI擷取,把價格/時間/優缺點等可比較資訊改用表格或列點呈現，不要埋在敘述裡,補第一人稱實地經驗訊號：具體造訪日期、實測細節（排隊/花費/照片描述）
2026-04-14-bali-news,2026-04-14 峇里島新聞,blog,/blog/2026-04-14-bali-news/,41.7,9.7,9,7,11,5,no,no,yes,Article|BreadcrumbList,no,27,0,2026-04-14,381,文章開頭加TL;DR重點摘要（3-5個列點的快速結論），並補frontmatter description,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,把價格/時間/優缺點等可比較資訊改用表格或列點呈現，不要埋在敘述裡
2026-04-15-bali-news,2026-04-15 峇里島新聞,blog,/blog/2026-04-15-bali-news/,46.7,9.7,9,10,13,5,no,no,yes,Article|BreadcrumbList,no,30,0,2026-04-15,475,文章開頭加TL;DR重點摘要（3-5個列點的快速結論），並補frontmatter description,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,開頭150字內補直接回答段：針對「2026-04-15 峇里島新聞」先給結論（推薦名單/價格區間/具體做法），再展開細節
bali-news-april-16-2026,2026-04-16 峇里島新聞,blog,/blog/bali-news-april-16-2026/,47.5,8.5,9,12,13,5,no,no,yes,Article|BreadcrumbList,no,27,0,2026-04-16,560,文章開頭加TL;DR重點摘要（3-5個列點的快速結論），並補frontmatter description,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,開頭150字內補直接回答段：針對「2026-04-16 峇里島新聞」先給結論（推薦名單/價格區間/具體做法），再展開細節
bali-news-april-17-2026,2026-04-17 峇里島新聞,blog,/blog/bali-news-april-17-2026/,48.7,9.7,9,12,13,5,no,no,yes,Article|BreadcrumbList,no,8,0,2026-04-17,591,文章開頭加TL;DR重點摘要（3-5個列點的快速結論），並補frontmatter description,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,開頭150字內補直接回答段：針對「2026-04-17 峇里島新聞」先給結論（推薦名單/價格區間/具體做法），再展開細節
bali-news-april-20-2026,2026-04-20 峇里島新聞,blog,/blog/bali-news-april-20-2026/,48.7,9.7,9,12,13,5,no,no,yes,Article|BreadcrumbList,no,12,0,2026-04-20,490,文章開頭加TL;DR重點摘要（3-5個列點的快速結論），並補frontmatter description,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,開頭150字內補直接回答段：針對「2026-04-20 峇里島新聞」先給結論（推薦名單/價格區間/具體做法），再展開細節
bali-news-april-21-2026,2026-04-21 峇里島新聞,blog,/blog/bali-news-april-21-2026/,48.7,9.7,9,12,13,5,no,no,yes,Article|BreadcrumbList,no,14,0,2026-04-21,560,文章開頭加TL;DR重點摘要（3-5個列點的快速結論），並補frontmatter description,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,開頭150字內補直接回答段：針對「2026-04-21 峇里島新聞」先給結論（推薦名單/價格區間/具體做法），再展開細節
bali-news-april-22-2026,2026-04-22峇里島新聞,blog,/blog/bali-news-april-22-2026/,46.7,9.7,9,10,13,5,no,no,yes,Article|BreadcrumbList,no,19,0,2026-04-22,590,文章開頭加TL;DR重點摘要（3-5個列點的快速結論），並補frontmatter description,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,開頭150字內補直接回答段：針對「2026-04-22峇里島新聞」先給結論（推薦名單/價格區間/具體做法），再展開細節
bali-news-april-23-2026,2026-04-23 Bali News,blog,/blog/bali-news-april-23-2026/,45.5,8.5,9,10,13,5,no,no,yes,Article|BreadcrumbList,no,9,0,2026-04-23,626,文章開頭加TL;DR重點摘要（3-5個列點的快速結論），並補frontmatter description,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,開頭150字內補直接回答段：針對「2026-04-23 Bali News」先給結論（推薦名單/價格區間/具體做法），再展開細節
bali-news-april-24-2026,2026-04-24 峇里島新聞,blog,/blog/bali-news-april-24-2026/,47.5,8.5,9,12,13,5,no,no,yes,Article|BreadcrumbList,no,9,0,2026-04-24,690,文章開頭加TL;DR重點摘要（3-5個列點的快速結論），並補frontmatter description,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,開頭150字內補直接回答段：針對「2026-04-24 峇里島新聞」先給結論（推薦名單/價格區間/具體做法），再展開細節
bali-news-april-25-2026,2026-04-25 峇里島新聞,blog,/blog/bali-news-april-25-2026/,54.5,14.5,9,12,13,6,no,no,yes,Article|BreadcrumbList,no,79,0,2026-04-25,690,文章開頭加TL;DR重點摘要（3-5個列點的快速結論），並補frontmatter description,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,把模糊標題（心得/後記類）改為問句式或明確主題式H2，例如「XX多少錢？」「怎麼去XX？」
bali-news-april-27-2026,2026-04-27 峇里島新聞,blog,/blog/bali-news-april-27-2026/,49.7,9.7,9,12,13,6,no,no,yes,Article|BreadcrumbList,no,9,0,2026-04-27,652,文章開頭加TL;DR重點摘要（3-5個列點的快速結論），並補frontmatter description,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,開頭150字內補直接回答段：針對「2026-04-27 峇里島新聞」先給結論（推薦名單/價格區間/具體做法），再展開細節
bali-levy-check-warning,峇里島旅遊稅逃不了！「二次關卡」查驗正式啟用：最新繳費流程、逃稅罰則與應變攻略,blog,/blog/bali-levy-check-warning/,54.3,16.3,9,10,13,6,callout-only,no,partial,Article|BreadcrumbList,no,74,1,2026-04-27,616,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,開頭150字內補直接回答段：針對「峇里島旅遊稅逃不了！「二次關卡」查驗正式啟用：最新」先給結論（推薦名單/價格區間/具體做法），再展開細節,補明確格式的關鍵資訊：價格（Rp數字）、營業/所需時間、地址或Google Maps地點名
bali-food-entry-rules,峇里島可以帶泡麵嗎？麻油雞、花雕雞、滿漢大餐入境印尼真實經驗整理,blog,/blog/bali-food-entry-rules/,34,5,9,7,8,5,callout-only,no,partial,Article|BreadcrumbList,no,94,0,2026-04-27,569,開頭150字內補直接回答段：針對「峇里島可以帶泡麵嗎？麻油雞、花雕雞、滿漢大餐入境印」先給結論（推薦名單/價格區間/具體做法），再展開細節,文末加「常見問題」H2區塊（3-5題問答），此分類會自動產FAQPage schema,把模糊標題（心得/後記類）改為問句式或明確主題式H2，例如「XX多少錢？」「怎麼去XX？」
bali-news-april-28-2026,2026-04-28 峇里島新聞,blog,/blog/bali-news-april-28-2026/,45.5,8.5,9,10,13,5,no,no,yes,Article|BreadcrumbList,no,9,0,2026-04-28,550,文章開頭加TL;DR重點摘要（3-5個列點的快速結論），並補frontmatter description,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,開頭150字內補直接回答段：針對「2026-04-28 峇里島新聞」先給結論（推薦名單/價格區間/具體做法），再展開細節
bali-visa-extent-locations,峇里島延長簽證/延簽懶人包：哪個地區去哪間移民局一次搞清楚,blog,/blog/bali-visa-extent-locations/,66.2,13.2,14,17,15,7,callout-only,no,yes,Article|BreadcrumbList|HowTo,yes,62,4,2026-04-28,1069,開頭150字內補直接回答段：針對「峇里島延長簽證/延簽懶人包：哪個地區去哪間移民局一」先給結論（推薦名單/價格區間/具體做法），再展開細節,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,已有快速解答callout，再加列點式TL;DR區塊（3-5點快速結論）更利AI擷取
regent-bali-canggu,麗晶峇里島長谷 Regent Bali Canggu 開箱體驗，IHG 頂級度假村定義海濱美學新高度,blog,/blog/regent-bali-canggu/,59.7,14.7,7,16,13,9,callout-only,no,partial,Article|BreadcrumbList,no,57,0,2026-04-28,2131,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,缺Hotel schema：hotel-cache.json是空的，跑scripts/fetch-hotel-data.mjs補快取即可自動輸出（layout層一次解決）,開頭150字內補直接回答段：針對「麗晶峇里島長谷 Regent Bali Cangg」先給結論（推薦名單/價格區間/具體做法），再展開細節
bali-news-april-29-2026,2026-04-29 峇里島新聞,blog,/blog/bali-news-april-29-2026/,46.7,9.7,9,10,13,5,no,no,yes,Article|BreadcrumbList,no,9,0,2026-04-29,623,文章開頭加TL;DR重點摘要（3-5個列點的快速結論），並補frontmatter description,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,開頭150字內補直接回答段：針對「2026-04-29 峇里島新聞」先給結論（推薦名單/價格區間/具體做法），再展開細節
alaya-suites-ubud,【2026 烏布新飯店】Alaya Suites Ubud 開箱：隱身綠意的靜謐質感套房，烏布慢活度假的新據點,blog,/blog/alaya-suites-ubud/,61.7,20.7,8,11,15,7,callout-only,no,partial,Article|BreadcrumbList,no,88,0,2026-04-29,1581,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,缺Hotel schema：hotel-cache.json是空的，跑scripts/fetch-hotel-data.mjs補快取即可自動輸出（layout層一次解決）,把價格/時間/優缺點等可比較資訊改用表格或列點呈現，不要埋在敘述裡
30-04-2026-bali-news,2026-04-30 峇里島新聞,blog,/blog/30-04-2026-bali-news/,54.7,9.7,9,16,15,5,no,no,yes,Article|BreadcrumbList,no,9,0,2026-04-30,706,文章開頭加TL;DR重點摘要（3-5個列點的快速結論），並補frontmatter description,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,開頭150字內補直接回答段：針對「2026-04-30 峇里島新聞」先給結論（推薦名單/價格區間/具體做法），再展開細節
01-05-2026-bali-news,2026-05-01 峇里島新聞,blog,/blog/01-05-2026-bali-news/,45.7,9.7,11,7,13,5,no,no,yes,Article|BreadcrumbList,no,9,0,2026-05-01,389,文章開頭加TL;DR重點摘要（3-5個列點的快速結論），並補frontmatter description,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,把價格/時間/優缺點等可比較資訊改用表格或列點呈現，不要埋在敘述裡
02052026-bali-news,2026-05-02 峇里島新聞,blog,/blog/02052026-bali-news/,50.7,9.7,11,12,13,5,no,no,yes,Article|BreadcrumbList,no,9,0,2026-05-02,623,文章開頭加TL;DR重點摘要（3-5個列點的快速結論），並補frontmatter description,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,開頭150字內補直接回答段：針對「2026-05-02 峇里島新聞」先給結論（推薦名單/價格區間/具體做法），再展開細節
bali-do-and-dont-2026,【2026 峇里島旅遊須知】小心被遣返！盤點 5 個觸犯必驅逐的禁忌，與 6 個讓你備受當地人歡迎的小撇步,blog,/blog/bali-do-and-dont-2026/,59.5,13.5,20,9,11,6,callout-only,yes,yes,Article|BreadcrumbList|FAQPage,no,35,0,2026-05-02,959,把價格/時間/優缺點等可比較資訊改用表格或列點呈現，不要埋在敘述裡,開頭150字內補直接回答段：針對「【2026 峇里島旅遊須知】小心被遣返！盤點 5 」先給結論（推薦名單/價格區間/具體做法），再展開細節,已有快速解答callout，再加列點式TL;DR區塊（3-5點快速結論）更利AI擷取
04-05-2026-bali-news,2026-05-04 峇里島新聞,blog,/blog/04-05-2026-bali-news/,49.7,9.7,11,10,13,6,no,no,yes,Article|BreadcrumbList,no,9,0,2026-05-04,578,文章開頭加TL;DR重點摘要（3-5個列點的快速結論），並補frontmatter description,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,開頭150字內補直接回答段：針對「2026-05-04 峇里島新聞」先給結論（推薦名單/價格區間/具體做法），再展開細節
05-05-2026-bali-news,2026-05-05 峇里島新聞,blog,/blog/05-05-2026-bali-news/,48.5,8.5,11,10,13,6,no,no,yes,Article|BreadcrumbList,no,9,0,2026-05-05,492,文章開頭加TL;DR重點摘要（3-5個列點的快速結論），並補frontmatter description,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,開頭150字內補直接回答段：針對「2026-05-05 峇里島新聞」先給結論（推薦名單/價格區間/具體做法），再展開細節
05-05-2026-indonesia-news,2026-05-05-indonesia-news,blog,/blog/05-05-2026-indonesia-news/,34.5,4.5,9,7,8,6,no,no,yes,Article|BreadcrumbList,no,43,0,2026-05-05,356,開頭150字內補直接回答段：針對「2026-05-05-indonesia-news」先給結論（推薦名單/價格區間/具體做法），再展開細節,文章開頭加TL;DR重點摘要（3-5個列點的快速結論），並補frontmatter description,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出
06-05-2026-bali-news,2026-05-06 峇里島新聞,blog,/blog/06-05-2026-bali-news/,48.7,9.7,9,10,13,7,no,no,yes,Article|BreadcrumbList,no,9,0,2026-05-06,592,文章開頭加TL;DR重點摘要（3-5個列點的快速結論），並補frontmatter description,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,開頭150字內補直接回答段：針對「2026-05-06 峇里島新聞」先給結論（推薦名單/價格區間/具體做法），再展開細節
ubud-etle-parking,峇里島烏布停車別亂停！2026 電子罰款系統 (ETLE) 正式上路：違規罰則、路段盤點與停車指南,blog,/blog/ubud-etle-parking/,54.5,13.5,9,12,15,5,callout-only,no,partial,Article|BreadcrumbList,no,57,0,2026-05-05,629,文末加「常見問題」H2區塊（3-5題問答），此分類會自動產FAQPage schema,開頭150字內補直接回答段：針對「峇里島烏布停車別亂停！2026 電子罰款系統 (E」先給結論（推薦名單/價格區間/具體做法），再展開細節,已有快速解答callout，再加列點式TL;DR區塊（3-5點快速結論）更利AI擷取
petai,印尼臭豆：聞起來驚人，吃起來上癮的綠色魔豆,blog,/blog/petai/,55.8,12.8,13,12,11,7,callout-only,no,yes,Article|BreadcrumbList|LocalBusiness,no,57,3,2026-05-06,1096,開頭150字內補直接回答段：針對「印尼臭豆：聞起來驚人，吃起來上癮的綠色魔豆」先給結論（推薦名單/價格區間/具體做法），再展開細節,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,已有快速解答callout，再加列點式TL;DR區塊（3-5點快速結論）更利AI擷取
